YearsCode,RemoteWork, ConvertedCompYearly 
10,Remote," $129,334 "
10,Remote," $129,334 "
10,Remote," $130,000 "
10,Remote," $130,000 "
10,Remote," $130,000 "
10,Remote," $130,000 "
10,Remote," $130,000 "
10,Remote," $135,000 "
10,Remote," $135,000 "
10,Remote," $135,000 "
10,Remote," $135,000 "
10,Remote," $135,000 "
10,Remote," $135,100 "
10,Remote," $136,141 "
10,Remote," $139,218 "
10,Remote," $139,218 "
10,Remote," $140,000 "
10,Remote," $143,000 "
10,Remote," $145,500 "
10,Remote," $145,600 "
10,Remote," $145,917 "
10,Remote," $148,791 "
10,Remote," $149,756 "
10,Remote," $150,000 "
10,Remote," $150,000 "
10,Remote," $150,000 "
10,Remote," $150,000 "
10,Remote," $150,000 "
10,Remote," $150,000 "
10,Remote," $150,819 "
10,Remote," $151,000 "
10,Remote," $155,000 "
10,Remote," $155,000 "
10,Remote," $155,195 "
10,Remote," $157,000 "
10,Remote," $160,000 "
10,Remote," $160,000 "
10,Remote," $160,000 "
10,Remote," $160,000 "
10,Remote," $160,000 "
10,Remote," $161,000 "
10,Remote," $162,421 "
10,Remote," $162,500 "
10,Remote," $162,523 "
10,Remote," $163,000 "
10,Remote," $163,370 "
10,Remote," $163,370 "
10,Remote," $165,000 "
10,Remote," $166,400 "
10,Remote," $168,000 "
10,Remote," $170,000 "
10,Remote," $170,000 "
10,Remote," $172,000 "
10,Remote," $174,022 "
10,Remote," $174,022 "
10,Remote," $174,022 "
10,Remote," $175,000 "
10,Remote," $175,000 "
10,Remote," $175,000 "
10,Remote," $180,000 "
10,Remote," $180,000 "
10,Remote," $180,000 "
10,Remote," $185,000 "
10,Remote," $185,016 "
10,Remote," $190,000 "
10,Remote," $190,000 "
10,Remote," $190,000 "
10,Remote," $192,000 "
10,Remote," $200,000 "
10,Remote," $200,000 "
10,Remote," $200,000 "
10,Remote," $200,000 "
10,Remote," $200,000 "
10,Remote," $202,000 "
10,Remote," $205,000 "
10,Remote," $207,403 "
10,Remote," $211,579 "
10,Remote," $215,000 "
10,Remote," $215,000 "
10,Remote," $220,000 "
10,Remote," $227,850 "
10,Remote," $250,000 "
10,Remote," $250,000 "
10,Remote," $250,000 "
10,Remote," $275,000 "
10,Remote," $280,000 "
10,Remote," $300,000 "
10,Remote," $320,000 "
10,Remote," $350,000 "
10,Remote," $360,000 "
10,Remote," $400,000 "
10,Remote," $580,073 "
10,Remote," $719,142 "
10,Remote," $878,500 "
,Remote Average," $82,178 "
10 Average,," $97,301 "
11,Hybrid, $200 
11,Hybrid," $1,414 "
11,Hybrid," $1,471 "
11,Hybrid," $1,600 "
11,Hybrid," $1,937 "
11,Hybrid," $2,088 "
11,Hybrid," $2,088 "
11,Hybrid," $4,000 "
11,Hybrid," $4,873 "
11,Hybrid," $5,209 "
11,Hybrid," $5,451 "
11,Hybrid," $5,812 "
11,Hybrid," $6,000 "
11,Hybrid," $6,501 "
11,Hybrid," $6,618 "
11,Hybrid," $9,751 "
11,Hybrid," $9,892 "
11,Hybrid," $11,880 "
11,Hybrid," $13,189 "
11,Hybrid," $15,311 "
11,Hybrid," $15,592 "
11,Hybrid," $15,615 "
11,Hybrid," $16,507 "
11,Hybrid," $17,402 "
11,Hybrid," $18,562 "
11,Hybrid," $19,761 "
11,Hybrid," $20,883 "
11,Hybrid," $21,016 "
11,Hybrid," $21,844 "
11,Hybrid," $22,271 "
11,Hybrid," $23,879 "
11,Hybrid," $24,799 "
11,Hybrid," $26,799 "
11,Hybrid," $27,844 "
11,Hybrid," $28,066 "
11,Hybrid," $29,126 "
11,Hybrid," $29,146 "
11,Hybrid," $29,951 "
11,Hybrid," $32,136 "
11,Hybrid," $33,362 "
11,Hybrid," $34,462 "
11,Hybrid," $34,544 "
11,Hybrid," $34,804 "
11,Hybrid," $34,804 "
11,Hybrid," $35,000 "
11,Hybrid," $37,125 "
11,Hybrid," $38,285 "
11,Hybrid," $41,058 "
11,Hybrid," $41,765 "
11,Hybrid," $41,765 "
11,Hybrid," $41,846 "
11,Hybrid," $42,412 "
11,Hybrid," $42,885 "
11,Hybrid," $43,689 "
11,Hybrid," $44,086 "
11,Hybrid," $44,086 "
11,Hybrid," $44,462 "
11,Hybrid," $44,821 "
11,Hybrid," $45,507 "
11,Hybrid," $46,406 "
11,Hybrid," $46,496 "
11,Hybrid," $47,566 "
11,Hybrid," $47,650 "
11,Hybrid," $48,240 "
11,Hybrid," $48,362 "
11,Hybrid," $48,726 "
11,Hybrid," $48,726 "
11,Hybrid," $48,726 "
11,Hybrid," $49,136 "
11,Hybrid," $49,886 "
11,Hybrid," $49,895 "
11,Hybrid," $50,372 "
11,Hybrid," $51,627 "
11,Hybrid," $51,853 "
11,Hybrid," $51,975 "
11,Hybrid," $52,007 "
11,Hybrid," $52,207 "
11,Hybrid," $52,207 "
11,Hybrid," $52,207 "
11,Hybrid," $52,207 "
11,Hybrid," $52,323 "
11,Hybrid," $52,530 "
11,Hybrid," $52,639 "
11,Hybrid," $53,405 "
11,Hybrid," $53,947 "
11,Hybrid," $54,000 "
11,Hybrid," $54,295 "
11,Hybrid," $54,457 "
11,Hybrid," $54,457 "
11,Hybrid," $54,527 "
11,Hybrid," $55,687 "
11,Hybrid," $55,687 "
11,Hybrid," $55,687 "
11,Hybrid," $55,687 "
11,Hybrid," $56,478 "
11,Hybrid," $57,000 "
11,Hybrid," $58,007 "
11,Hybrid," $58,007 "
11,Hybrid," $59,128 "
11,Hybrid," $59,167 "
11,Hybrid," $60,038 "
11,Hybrid," $60,757 "
11,Hybrid," $61,264 "
11,Hybrid," $62,015 "
11,Hybrid," $62,261 "
11,Hybrid," $62,300 "
11,Hybrid," $62,648 "
11,Hybrid," $62,648 "
11,Hybrid," $62,829 "
11,Hybrid," $63,808 "
11,Hybrid," $63,808 "
11,Hybrid," $63,808 "
11,Hybrid," $64,968 "
11,Hybrid," $64,968 "
11,Hybrid," $64,968 "
11,Hybrid," $65,000 "
11,Hybrid," $65,496 "
11,Hybrid," $66,000 "
11,Hybrid," $66,128 "
11,Hybrid," $66,128 "
11,Hybrid," $67,289 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,609 "
11,Hybrid," $69,744 "
11,Hybrid," $70,652 "
11,Hybrid," $71,349 "
11,Hybrid," $71,929 "
11,Hybrid," $71,929 "
11,Hybrid," $72,069 "
11,Hybrid," $72,393 "
11,Hybrid," $72,509 "
11,Hybrid," $73,626 "
11,Hybrid," $75,320 "
11,Hybrid," $75,410 "
11,Hybrid," $77,730 "
11,Hybrid," $77,730 "
11,Hybrid," $77,730 "
11,Hybrid," $77,730 "
11,Hybrid," $78,890 "
11,Hybrid," $79,062 "
11,Hybrid," $81,210 "
11,Hybrid," $81,210 "
11,Hybrid," $81,685 "
11,Hybrid," $82,370 "
11,Hybrid," $83,531 "
11,Hybrid," $83,858 "
11,Hybrid," $83,902 "
11,Hybrid," $85,000 "
11,Hybrid," $87,000 "
11,Hybrid," $87,011 "
11,Hybrid," $88,492 "
11,Hybrid," $90,000 "
11,Hybrid," $90,491 "
11,Hybrid," $91,198 "
11,Hybrid," $92,812 "
11,Hybrid," $93,000 "
11,Hybrid," $93,365 "
11,Hybrid," $94,000 "
11,Hybrid," $95,000 "
11,Hybrid," $95,299 "
11,Hybrid," $96,872 "
11,Hybrid," $97,514 "
11,Hybrid," $98,022 "
11,Hybrid," $98,612 "
11,Hybrid," $99,000 "
11,Hybrid," $99,194 "
11,Hybrid," $102,106 "
11,Hybrid," $103,000 "
11,Hybrid," $104,413 "
11,Hybrid," $104,822 "
11,Hybrid," $105,000 "
11,Hybrid," $105,394 "
11,Hybrid," $105,573 "
11,Hybrid," $106,717 "
11,Hybrid," $107,894 "
11,Hybrid," $109,000 "
11,Hybrid," $110,000 "
11,Hybrid," $116,015 "
11,Hybrid," $116,015 "
11,Hybrid," $118,000 "
11,Hybrid," $119,124 "
11,Hybrid," $120,000 "
11,Hybrid," $120,076 "
11,Hybrid," $121,815 "
11,Hybrid," $123,993 "
11,Hybrid," $125,000 "
11,Hybrid," $125,000 "
11,Hybrid," $125,000 "
11,Hybrid," $125,000 "
11,Hybrid," $125,729 "
11,Hybrid," $126,473 "
11,Hybrid," $127,616 "
11,Hybrid," $131,000 "
11,Hybrid," $133,417 "
11,Hybrid," $139,218 "
11,Hybrid," $140,000 "
11,Hybrid," $140,000 "
11,Hybrid," $140,000 "
11,Hybrid," $142,949 "
11,Hybrid," $144,310 "
11,Hybrid," $150,000 "
11,Hybrid," $160,000 "
11,Hybrid," $161,191 "
11,Hybrid," $170,000 "
11,Hybrid," $170,000 "
11,Hybrid," $173,590 "
11,Hybrid," $185,623 "
11,Hybrid," $200,000 "
11,Hybrid," $205,900 "
11,Hybrid," $300,000 "
11,Hybrid," $338,000 "
11,Hybrid," $800,000 "
11,Hybrid," $825,000 "
,Hybrid Average," $77,531 "
11,In-person, $49 
11,In-person," $1,808 "
11,In-person," $3,248 "
11,In-person," $5,000 "
11,In-person," $6,000 "
11,In-person," $6,451 "
11,In-person," $6,961 "
11,In-person," $8,509 "
11,In-person," $8,509 "
11,In-person," $9,299 "
11,In-person," $9,818 "
11,In-person," $9,832 "
11,In-person," $10,462 "
11,In-person," $13,348 "
11,In-person," $13,695 "
11,In-person," $13,949 "
11,In-person," $16,914 "
11,In-person," $17,634 "
11,In-person," $18,098 "
11,In-person," $20,097 "
11,In-person," $20,332 "
11,In-person," $20,923 "
11,In-person," $21,012 "
11,In-person," $21,142 "
11,In-person," $21,783 "
11,In-person," $22,599 "
11,In-person," $25,573 "
11,In-person," $27,228 "
11,In-person," $27,844 "
11,In-person," $27,857 "
11,In-person," $29,757 "
11,In-person," $32,484 "
11,In-person," $32,676 "
11,In-person," $38,285 "
11,In-person," $40,605 "
11,In-person," $42,783 "
11,In-person," $44,929 "
11,In-person," $45,000 "
11,In-person," $45,292 "
11,In-person," $46,806 "
11,In-person," $47,357 "
11,In-person," $48,000 "
11,In-person," $48,000 "
11,In-person," $48,188 "
11,In-person," $48,726 "
11,In-person," $50,042 "
11,In-person," $52,308 "
11,In-person," $54,457 "
11,In-person," $58,007 "
11,In-person," $58,120 "
11,In-person," $59,245 "
11,In-person," $59,902 "
11,In-person," $59,927 "
11,In-person," $60,000 "
11,In-person," $60,681 "
11,In-person," $61,264 "
11,In-person," $61,264 "
11,In-person," $65,348 "
11,In-person," $72,000 "
11,In-person," $74,878 "
11,In-person," $75,000 "
11,In-person," $78,726 "
11,In-person," $80,000 "
11,In-person," $81,210 "
11,In-person," $81,210 "
11,In-person," $81,685 "
11,In-person," $87,180 "
11,In-person," $90,000 "
11,In-person," $91,000 "
11,In-person," $92,812 "
11,In-person," $97,500 "
11,In-person," $100,000 "
11,In-person," $110,035 "
11,In-person," $122,539 "
11,In-person," $130,000 "
11,In-person," $142,000 "
11,In-person," $143,000 "
11,In-person," $182,037 "
11,In-person," $185,000 "
11,In-person," $200,090 "
11,In-person," $201,000 "
11,In-person," $290,000 "
11,In-person," $330,000 "
11,In-person," $347,161 "
,In-person Average," $64,303 "
11,Remote, $17 
11,Remote, $96 
11,Remote," $1,078 "
11,Remote," $1,099 "
11,Remote," $1,150 "
11,Remote," $1,361 "
11,Remote," $2,906 "
11,Remote," $3,000 "
11,Remote," $4,305 "
11,Remote," $5,908 "
11,Remote," $6,000 "
11,Remote," $7,279 "
11,Remote," $8,836 "
11,Remote," $10,528 "
11,Remote," $12,000 "
11,Remote," $12,492 "
11,Remote," $14,380 "
11,Remote," $14,618 "
11,Remote," $15,338 "
11,Remote," $17,738 "
11,Remote," $18,204 "
11,Remote," $22,391 "
11,Remote," $23,980 "
11,Remote," $25,000 "
11,Remote," $25,000 "
11,Remote," $26,459 "
11,Remote," $26,545 "
11,Remote," $27,760 "
11,Remote," $27,773 "
11,Remote," $30,000 "
11,Remote," $30,164 "
11,Remote," $30,222 "
11,Remote," $31,324 "
11,Remote," $34,511 "
11,Remote," $34,587 "
11,Remote," $34,804 "
11,Remote," $35,234 "
11,Remote," $35,965 "
11,Remote," $36,407 "
11,Remote," $36,407 "
11,Remote," $38,171 "
11,Remote," $39,345 "
11,Remote," $40,000 "
11,Remote," $41,185 "
11,Remote," $42,256 "
11,Remote," $42,572 "
11,Remote," $43,734 "
11,Remote," $44,171 "
11,Remote," $45,177 "
11,Remote," $46,406 "
11,Remote," $46,496 "
11,Remote," $47,445 "
11,Remote," $48,000 "
11,Remote," $48,726 "
11,Remote," $49,625 "
11,Remote," $53,367 "
11,Remote," $54,527 "
11,Remote," $58,007 "
11,Remote," $60,000 "
11,Remote," $60,982 "
11,Remote," $61,073 "
11,Remote," $61,245 "
11,Remote," $62,015 "
11,Remote," $62,648 "
11,Remote," $64,000 "
11,Remote," $64,203 "
11,Remote," $64,968 "
11,Remote," $65,496 "
11,Remote," $66,065 "
11,Remote," $66,128 "
11,Remote," $66,824 "
11,Remote," $66,824 "
11,Remote," $67,799 "
11,Remote," $68,291 "
11,Remote," $69,163 "
11,Remote," $69,609 "
11,Remote," $70,000 "
11,Remote," $70,000 "
11,Remote," $71,474 "
11,Remote," $73,089 "
11,Remote," $78,065 "
11,Remote," $80,000 "
11,Remote," $80,000 "
11,Remote," $83,531 "
11,Remote," $85,534 "
11,Remote," $85,536 "
11,Remote," $87,011 "
11,Remote," $87,011 "
11,Remote," $87,500 "
11,Remote," $87,763 "
11,Remote," $88,492 "
11,Remote," $88,492 "
11,Remote," $89,751 "
11,Remote," $90,000 "
11,Remote," $90,000 "
11,Remote," $90,491 "
11,Remote," $90,526 "
11,Remote," $92,812 "
11,Remote," $94,000 "
11,Remote," $97,230 "
11,Remote," $98,000 "
11,Remote," $98,089 "
11,Remote," $98,612 "
11,Remote," $98,842 "
11,Remote," $99,383 "
11,Remote," $100,000 "
11,Remote," $100,683 "
11,Remote," $104,000 "
11,Remote," $105,891 "
11,Remote," $107,000 "
11,Remote," $109,438 "
11,Remote," $110,000 "
11,Remote," $111,000 "
11,Remote," $114,500 "
11,Remote," $115,000 "
11,Remote," $116,015 "
11,Remote," $116,015 "
11,Remote," $117,762 "
11,Remote," $120,000 "
11,Remote," $120,000 "
11,Remote," $120,145 "
11,Remote," $120,500 "
11,Remote," $125,000 "
11,Remote," $125,468 "
11,Remote," $127,616 "
11,Remote," $127,681 "
11,Remote," $130,000 "
11,Remote," $132,000 "
11,Remote," $135,000 "
11,Remote," $136,141 "
11,Remote," $136,450 "
11,Remote," $138,000 "
11,Remote," $138,621 "
11,Remote," $140,000 "
11,Remote," $140,000 "
11,Remote," $140,000 "
11,Remote," $144,000 "
11,Remote," $145,000 "
11,Remote," $145,018 "
11,Remote," $145,018 "
11,Remote," $147,000 "
11,Remote," $150,000 "
11,Remote," $150,000 "
11,Remote," $154,000 "
11,Remote," $154,500 "
11,Remote," $156,563 "
11,Remote," $158,000 "
11,Remote," $160,000 "
11,Remote," $165,000 "
11,Remote," $165,000 "
11,Remote," $167,000 "
11,Remote," $169,000 "
11,Remote," $170,000 "
11,Remote," $170,000 "
11,Remote," $175,000 "
11,Remote," $180,000 "
11,Remote," $185,000 "
11,Remote," $188,000 "
11,Remote," $191,371 "
11,Remote," $194,543 "
11,Remote," $196,000 "
11,Remote," $198,000 "
11,Remote," $200,000 "
11,Remote," $210,000 "
11,Remote," $230,000 "
11,Remote," $238,000 "
11,Remote," $245,055 "
11,Remote," $250,000 "
11,Remote," $252,000 "
11,Remote," $427,300 "
11,Remote," $700,000 "
,Remote Average," $94,245 "
11 Average,," $81,224 "
12,Hybrid, $41 
12,Hybrid, $93 
12,Hybrid, $527 
12,Hybrid, $829 
12,Hybrid," $1,200 "
12,Hybrid," $1,300 "
12,Hybrid," $2,183 "
12,Hybrid," $3,063 "
12,Hybrid," $4,455 "
12,Hybrid," $6,001 "
12,Hybrid," $6,317 "
12,Hybrid," $6,572 "
12,Hybrid," $6,961 "
12,Hybrid," $9,692 "
12,Hybrid," $10,682 "
12,Hybrid," $11,624 "
12,Hybrid," $13,172 "
12,Hybrid," $14,646 "
12,Hybrid," $16,274 "
12,Hybrid," $16,965 "
12,Hybrid," $17,000 "
12,Hybrid," $17,436 "
12,Hybrid," $18,598 "
12,Hybrid," $20,319 "
12,Hybrid," $21,056 "
12,Hybrid," $21,877 "
12,Hybrid," $22,275 "
12,Hybrid," $22,667 "
12,Hybrid," $23,203 "
12,Hybrid," $23,340 "
12,Hybrid," $24,339 "
12,Hybrid," $24,363 "
12,Hybrid," $24,410 "
12,Hybrid," $24,410 "
12,Hybrid," $25,071 "
12,Hybrid," $25,573 "
12,Hybrid," $26,735 "
12,Hybrid," $27,844 "
12,Hybrid," $27,864 "
12,Hybrid," $27,898 "
12,Hybrid," $27,898 "
12,Hybrid," $29,004 "
12,Hybrid," $29,004 "
12,Hybrid," $29,362 "
12,Hybrid," $29,769 "
12,Hybrid," $30,000 "
12,Hybrid," $30,164 "
12,Hybrid," $30,536 "
12,Hybrid," $30,628 "
12,Hybrid," $31,324 "
12,Hybrid," $31,324 "
12,Hybrid," $31,438 "
12,Hybrid," $32,484 "
12,Hybrid," $33,700 "
12,Hybrid," $33,859 "
12,Hybrid," $34,108 "
12,Hybrid," $34,544 "
12,Hybrid," $34,636 "
12,Hybrid," $34,804 "
12,Hybrid," $34,804 "
12,Hybrid," $34,804 "
12,Hybrid," $34,804 "
12,Hybrid," $34,804 "
12,Hybrid," $34,872 "
12,Hybrid," $34,872 "
12,Hybrid," $35,144 "
12,Hybrid," $35,397 "
12,Hybrid," $35,500 "
12,Hybrid," $36,407 "
12,Hybrid," $37,125 "
12,Hybrid," $37,591 "
12,Hybrid," $38,171 "
12,Hybrid," $39,445 "
12,Hybrid," $39,465 "
12,Hybrid," $39,521 "
12,Hybrid," $40,263 "
12,Hybrid," $40,605 "
12,Hybrid," $40,605 "
12,Hybrid," $40,627 "
12,Hybrid," $40,684 "
12,Hybrid," $40,684 "
12,Hybrid," $40,733 "
12,Hybrid," $41,515 "
12,Hybrid," $41,765 "
12,Hybrid," $41,800 "
12,Hybrid," $42,125 "
12,Hybrid," $42,767 "
12,Hybrid," $42,813 "
12,Hybrid," $43,000 "
12,Hybrid," $43,157 "
12,Hybrid," $45,934 "
12,Hybrid," $46,164 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,406 "
12,Hybrid," $46,646 "
12,Hybrid," $46,918 "
12,Hybrid," $48,726 "
12,Hybrid," $48,726 "
12,Hybrid," $48,726 "
12,Hybrid," $49,026 "
12,Hybrid," $49,122 "
12,Hybrid," $49,886 "
12,Hybrid," $49,886 "
12,Hybrid," $49,886 "
12,Hybrid," $49,886 "
12,Hybrid," $49,983 "
12,Hybrid," $50,829 "
12,Hybrid," $51,046 "
12,Hybrid," $51,600 "
12,Hybrid," $52,201 "
12,Hybrid," $52,207 "
12,Hybrid," $52,207 "
12,Hybrid," $52,308 "
12,Hybrid," $52,411 "
12,Hybrid," $53,095 "
12,Hybrid," $53,367 "
12,Hybrid," $53,589 "
12,Hybrid," $54,457 "
12,Hybrid," $54,507 "
12,Hybrid," $54,527 "
12,Hybrid," $54,580 "
12,Hybrid," $54,719 "
12,Hybrid," $55,687 "
12,Hybrid," $55,687 "
12,Hybrid," $55,687 "
12,Hybrid," $56,847 "
12,Hybrid," $58,007 "
12,Hybrid," $58,007 "
12,Hybrid," $58,007 "
12,Hybrid," $58,007 "
12,Hybrid," $58,007 "
12,Hybrid," $58,007 "
12,Hybrid," $59,167 "
12,Hybrid," $60,091 "
12,Hybrid," $60,328 "
12,Hybrid," $60,328 "
12,Hybrid," $60,798 "
12,Hybrid," $60,847 "
12,Hybrid," $61,264 "
12,Hybrid," $61,264 "
12,Hybrid," $61,488 "
12,Hybrid," $61,488 "
12,Hybrid," $61,488 "
12,Hybrid," $61,574 "
12,Hybrid," $62,409 "
12,Hybrid," $62,648 "
12,Hybrid," $62,744 "
12,Hybrid," $63,808 "
12,Hybrid," $63,808 "
12,Hybrid," $63,932 "
12,Hybrid," $64,968 "
12,Hybrid," $65,073 "
12,Hybrid," $65,094 "
12,Hybrid," $65,348 "
12,Hybrid," $65,644 "
12,Hybrid," $65,663 "
12,Hybrid," $66,259 "
12,Hybrid," $66,708 "
12,Hybrid," $67,185 "
12,Hybrid," $67,204 "
12,Hybrid," $67,289 "
12,Hybrid," $67,697 "
12,Hybrid," $68,071 "
12,Hybrid," $68,203 "
12,Hybrid," $68,581 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,609 "
12,Hybrid," $69,751 "
12,Hybrid," $70,000 "
12,Hybrid," $70,000 "
12,Hybrid," $70,440 "
12,Hybrid," $70,794 "
12,Hybrid," $71,156 "
12,Hybrid," $71,500 "
12,Hybrid," $71,510 "
12,Hybrid," $71,698 "
12,Hybrid," $71,929 "
12,Hybrid," $71,929 "
12,Hybrid," $71,929 "
12,Hybrid," $72,393 "
12,Hybrid," $72,800 "
12,Hybrid," $73,089 "
12,Hybrid," $73,089 "
12,Hybrid," $73,089 "
12,Hybrid," $73,375 "
12,Hybrid," $73,516 "
12,Hybrid," $74,120 "
12,Hybrid," $74,650 "
12,Hybrid," $74,878 "
12,Hybrid," $75,000 "
12,Hybrid," $75,000 "
12,Hybrid," $75,410 "
12,Hybrid," $75,410 "
12,Hybrid," $75,410 "
12,Hybrid," $75,410 "
12,Hybrid," $75,472 "
12,Hybrid," $76,570 "
12,Hybrid," $77,399 "
12,Hybrid," $77,730 "
12,Hybrid," $78,281 "
12,Hybrid," $78,890 "
12,Hybrid," $79,674 "
12,Hybrid," $80,000 "
12,Hybrid," $80,050 "
12,Hybrid," $80,323 "
12,Hybrid," $81,210 "
12,Hybrid," $81,210 "
12,Hybrid," $81,210 "
12,Hybrid," $81,210 "
12,Hybrid," $81,210 "
12,Hybrid," $81,761 "
12,Hybrid," $82,598 "
12,Hybrid," $82,695 "
12,Hybrid," $83,203 "
12,Hybrid," $83,280 "
12,Hybrid," $83,531 "
12,Hybrid," $83,531 "
12,Hybrid," $83,857 "
12,Hybrid," $83,882 "
12,Hybrid," $85,000 "
12,Hybrid," $85,823 "
12,Hybrid," $87,011 "
12,Hybrid," $87,011 "
12,Hybrid," $87,011 "
12,Hybrid," $87,763 "
12,Hybrid," $88,191 "
12,Hybrid," $88,492 "
12,Hybrid," $88,692 "
12,Hybrid," $89,275 "
12,Hybrid," $90,000 "
12,Hybrid," $90,000 "
12,Hybrid," $90,566 "
12,Hybrid," $91,215 "
12,Hybrid," $91,652 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $92,812 "
12,Hybrid," $93,000 "
12,Hybrid," $93,312 "
12,Hybrid," $93,972 "
12,Hybrid," $94,000 "
12,Hybrid," $94,262 "
12,Hybrid," $94,618 "
12,Hybrid," $95,000 "
12,Hybrid," $96,000 "
12,Hybrid," $96,660 "
12,Hybrid," $97,452 "
12,Hybrid," $97,514 "
12,Hybrid," $98,022 "
12,Hybrid," $98,612 "
12,Hybrid," $98,612 "
12,Hybrid," $98,756 "
12,Hybrid," $99,580 "
12,Hybrid," $99,608 "
12,Hybrid," $99,773 "
12,Hybrid," $102,000 "
12,Hybrid," $104,199 "
12,Hybrid," $104,413 "
12,Hybrid," $104,413 "
12,Hybrid," $104,413 "
12,Hybrid," $105,000 "
12,Hybrid," $105,000 "
12,Hybrid," $105,000 "
12,Hybrid," $105,891 "
12,Hybrid," $106,000 "
12,Hybrid," $106,000 "
12,Hybrid," $106,376 "
12,Hybrid," $107,000 "
12,Hybrid," $107,894 "
12,Hybrid," $108,424 "
12,Hybrid," $108,710 "
12,Hybrid," $108,710 "
12,Hybrid," $108,913 "
12,Hybrid," $109,438 "
12,Hybrid," $110,000 "
12,Hybrid," $110,214 "
12,Hybrid," $111,594 "
12,Hybrid," $111,975 "
12,Hybrid," $111,975 "
12,Hybrid," $112,466 "
12,Hybrid," $113,931 "
12,Hybrid," $115,000 "
12,Hybrid," $115,000 "
12,Hybrid," $115,652 "
12,Hybrid," $116,015 "
12,Hybrid," $117,347 "
12,Hybrid," $117,793 "
12,Hybrid," $118,479 "
12,Hybrid," $118,593 "
12,Hybrid," $119,124 "
12,Hybrid," $120,000 "
12,Hybrid," $120,000 "
12,Hybrid," $120,000 "
12,Hybrid," $120,000 "
12,Hybrid," $120,000 "
12,Hybrid," $120,000 "
12,Hybrid," $122,000 "
12,Hybrid," $122,527 "
12,Hybrid," $122,534 "
12,Hybrid," $123,993 "
12,Hybrid," $125,000 "
12,Hybrid," $125,000 "
12,Hybrid," $125,000 "
12,Hybrid," $126,473 "
12,Hybrid," $127,616 "
12,Hybrid," $130,000 "
12,Hybrid," $130,000 "
12,Hybrid," $131,097 "
12,Hybrid," $133,417 "
12,Hybrid," $134,000 "
12,Hybrid," $135,000 "
12,Hybrid," $136,000 "
12,Hybrid," $136,000 "
12,Hybrid," $138,872 "
12,Hybrid," $139,218 "
12,Hybrid," $140,000 "
12,Hybrid," $140,000 "
12,Hybrid," $145,072 "
12,Hybrid," $146,312 "
12,Hybrid," $147,552 "
12,Hybrid," $148,791 "
12,Hybrid," $150,000 "
12,Hybrid," $150,000 "
12,Hybrid," $150,000 "
12,Hybrid," $150,000 "
12,Hybrid," $150,000 "
12,Hybrid," $150,013 "
12,Hybrid," $150,819 "
12,Hybrid," $151,753 "
12,Hybrid," $152,000 "
12,Hybrid," $153,131 "
12,Hybrid," $160,000 "
12,Hybrid," $162,363 "
12,Hybrid," $167,390 "
12,Hybrid," $167,454 "
12,Hybrid," $169,426 "
12,Hybrid," $171,073 "
12,Hybrid," $174,022 "
12,Hybrid," $175,100 "
12,Hybrid," $176,485 "
12,Hybrid," $180,000 "
12,Hybrid," $185,989 "
12,Hybrid," $189,000 "
12,Hybrid," $192,000 "
12,Hybrid," $195,000 "
12,Hybrid," $197,225 "
12,Hybrid," $200,605 "
12,Hybrid," $205,000 "
12,Hybrid," $205,900 "
12,Hybrid," $220,000 "
12,Hybrid," $224,633 "
12,Hybrid," $230,000 "
12,Hybrid," $234,000 "
12,Hybrid," $245,000 "
12,Hybrid," $250,000 "
12,Hybrid," $250,000 "
12,Hybrid," $325,000 "
12,Hybrid," $330,000 "
12,Hybrid," $330,000 "
12,Hybrid," $340,354 "
12,Hybrid," $350,000 "
12,Hybrid," $350,000 "
12,Hybrid," $390,000 "
12,Hybrid," $398,000 "
12,Hybrid," $400,000 "
12,Hybrid," $450,000 "
12,Hybrid," $500,000 "
12,Hybrid," $522,066 "
12,Hybrid," $15,430,267 "
,Hybrid Average," $129,028 "
12,In-person, $278 
12,In-person," $1,000 "
12,In-person," $1,438 "
12,In-person," $1,747 "
12,In-person," $3,064 "
12,In-person," $4,533 "
12,In-person," $4,650 "
12,In-person," $4,903 "
12,In-person," $5,005 "
12,In-person," $5,014 "
12,In-person," $5,318 "
12,In-person," $6,198 "
12,In-person," $7,000 "
12,In-person," $7,037 "
12,In-person," $7,354 "
12,In-person," $7,556 "
12,In-person," $8,137 "
12,In-person," $8,357 "
12,In-person," $8,718 "
12,In-person," $8,738 "
12,In-person," $8,779 "
12,In-person," $9,331 "
12,In-person," $9,720 "
